매장코드,상품코드,재고
S00004,G04194,473
S00004,G04195,5
S00004,G04196,10
S00004,G04197,2
S00004,G04198,4
S00004,G04199,3
S00004,G04200,3
S00004,G04201,1
S00004,G04202,7
S00004,G04203,8
S00004,G04204,5
S00004,G04205,1
S00004,G04206,1
S00004,G04207,3
S00004,G04208,7
S00004,G04209,1
S00004,G04210,26
S00004,G04211,21
S00004,G04212,4
S00004,G04213,4
S00004,G04214,5
S00004,G04215,1
S00004,G04216,4
S00004,G04217,1
S00004,G04218,3
S00004,G04219,3
S00004,G04220,2
S00004,G04221,1
S00004,G04222,3
S00004,G04223,5
S00004,G04224,5
S00004,G04225,6
S00004,G04226,3
S00004,G04227,1
S00004,G04228,2
S00004,G04229,9
S00004,G04230,10
S00004,G04231,2
S00004,G04232,1
S00004,G04233,3
S00004,G04234,11
S00004,G04235,7
S00004,G04236,1
S00004,G04237,4
S00004,G04238,4
S00004,G04239,4
S00004,G04240,17
S00004,G04241,8
S00004,G04242,2
S00004,G04243,9
S00004,G04244,2
S00004,G04245,35
S00004,G04246,2
S00004,G04247,4
S00004,G04248,8
S00004,G04249,59
S00004,G04250,1
S00004,G04251,4
S00004,G04252,3
S00004,G04253,6
S00004,G04254,1
S00004,G04255,1
S00004,G04256,3
S00004,G04257,8
S00004,G04258,5
S00004,G04259,7
S00004,G04260,4
S00004,G04261,2
S00004,G04262,1
S00004,G04263,1
S00004,G04264,11
S00004,G04265,5
S00004,G04266,11
S00004,G04267,6
S00004,G04268,1
S00004,G04269,26
S00004,G04270,2
S00004,G04271,3
S00004,G04272,15
S00004,G04273,9
S00004,G04274,4
S00004,G04275,38
S00004,G04276,14
S00004,G04277,38
S00004,G04278,35
S00004,G04279,5
S00004,G04280,6
S00004,G04281,1
S00004,G04282,1
S00004,G04283,13
S00004,G04284,21
S00004,G04285,7
S00004,G04286,1
S00004,G04287,4
S00004,G04288,1
S00004,G04289,73
S00004,G04290,1
S00004,G04291,16
S00004,G04292,7
S00004,G04293,2
S00004,G04294,61
S00004,G04295,2
S00004,G04296,1
S00004,G04297,1
S00004,G04298,9
S00004,G04299,1
S00004,G04300,9
S00004,G04301,3
S00004,G04302,132
S00004,G04303,2
S00004,G04304,21
S00004,G04305,2
S00004,G04306,1
S00004,G04307,1
S00004,G04308,2
S00004,G04309,12
S00004,G04310,79
S00004,G04311,13
S00004,G04312,33
S00004,G04313,1
S00004,G04314,2
S00004,G04315,11
S00004,G04316,3
S00004,G04317,2
S00004,G04318,1
S00004,G04319,7
S00004,G04320,7
S00004,G04321,2
S00004,G04322,2
S00004,G04323,33
S00004,G04324,138
S00004,G04325,21
S00004,G04326,1
S00004,G04327,1
S00004,G04328,4
S00004,G04329,22
S00004,G04330,1
S00004,G04331,64
S00004,G04332,14
S00004,G04333,12
S00004,G04334,10
S00004,G04335,3
S00004,G04336,1
S00004,G04337,1
S00004,G04338,5
S00004,G04339,3
S00004,G04340,87
S00004,G04341,6
S00004,G04342,19
S00004,G04343,2
S00004,G04344,2
S00004,G04345,10
S00004,G04346,1
S00004,G04347,3
S00004,G04348,561
S00004,G04349,17
S00004,G04350,2
S00004,G04351,8
S00004,G04352,2
S00004,G04353,12
S00004,G04354,72
S00004,G04355,28
S00004,G04356,235
S00004,G04357,1
S00004,G04358,38
S00004,G04359,12
S00004,G04360,13
S00004,G04361,42
S00004,G04362,12
S00004,G04363,44
S00004,G04364,124
S00004,G04365,57
S00004,G04366,8
S00004,G04367,33
S00004,G04368,28
S00004,G04369,15
S00004,G04370,3
S00004,G04371,2
S00004,G04372,1
S00004,G04373,45
S00004,G04374,35
S00004,G04375,28
S00004,G04376,3
S00004,G04377,2
S00004,G04378,47
S00004,G04379,15
S00004,G04380,5
S00004,G04381,13
S00004,G04382,1
S00004,G04383,2
S00004,G04384,2
S00004,G04385,6
S00004,G04386,833
S00004,G04387,3
S00004,G04388,25
S00004,G04389,2
S00004,G04390,2
S00004,G04391,1
S00004,G04392,2
S00004,G04393,9
S00004,G04394,1
S00004,G04395,4
S00004,G04396,1
S00004,G04397,2
S00004,G04398,1
S00004,G04399,1
S00004,G04400,13
S00004,G04401,1
S00004,G04402,2
S00004,G04403,18
S00004,G04404,5
S00004,G04405,195
S00004,G04406,5
S00004,G04407,3
S00004,G04408,3
S00004,G04409,1
S00004,G04410,26
S00004,G04411,38
S00004,G04412,1
S00004,G04413,8
S00004,G04414,1
S00004,G04415,2
S00004,G04416,12
S00004,G04417,1
S00004,G04418,1
S00004,G04419,19
S00004,G04420,65
S00004,G04421,3
S00004,G04422,13
S00004,G04423,2
S00004,G04424,6
S00004,G04425,1
S00004,G04426,1
S00004,G04427,6
S00004,G04428,4
S00004,G04429,266
S00004,G04430,5
S00004,G04431,1
S00004,G04432,1
S00004,G04433,1
S00004,G04434,1
S00004,G04435,1
S00004,G04436,3
S00004,G04437,7
S00004,G04438,239
S00004,G04439,12
S00004,G04440,43
S00004,G04441,6
S00004,G04442,2
S00004,G04443,6
S00004,G04444,2
S00004,G04445,17
S00004,G04446,8
S00004,G04447,28
S00004,G04448,1
S00004,G04449,1
S00004,G04450,6
S00004,G04451,12
S00004,G04452,4
S00004,G04453,1
S00004,G04454,6
S00004,G04455,10
S00004,G04456,1
S00004,G04457,2
S00004,G04458,8
S00004,G04459,2
S00004,G04460,49
S00004,G04461,4
S00004,G04462,15
S00004,G04463,2
S00004,G04464,1
S00004,G04465,8
S00004,G04466,20
S00004,G04467,6
S00004,G04468,2
S00004,G04469,88
S00004,G04470,16
S00004,G04471,4
S00004,G04472,17
S00004,G04473,8
S00004,G04474,1
S00004,G04475,5
S00004,G04476,1
S00004,G04477,3
S00004,G04478,48
S00004,G04479,28
S00004,G04480,1
S00004,G04481,5
S00004,G04482,7
S00004,G04483,18
S00004,G04484,2
S00004,G04485,39
S00004,G04486,9
S00004,G04487,1
S00004,G04488,1
S00004,G04489,9
S00004,G04490,3
S00004,G04491,1
S00004,G04492,5
S00004,G04493,5
S00004,G04494,2
S00004,G04495,12
S00004,G04496,4
S00004,G04497,4
S00004,G04498,9
S00004,G04499,12
S00004,G04500,12
S00004,G04501,1
S00004,G04502,1
S00004,G04503,1
S00004,G04504,20
S00004,G04505,1
S00004,G04506,1
S00004,G04507,5
S00004,G04508,10
S00004,G04509,10
S00004,G04510,19
S00004,G04511,2
S00004,G04512,6
S00004,G04513,13
S00004,G04514,1
S00004,G04515,1
S00004,G04516,8
S00004,G04517,10
S00004,G04518,1
S00004,G04519,51
S00004,G04520,12
S00004,G04521,13
S00004,G04522,1
S00004,G04523,4
S00004,G04524,6
S00004,G04525,9
S00004,G04526,37
S00004,G04527,8
S00004,G04528,86
S00004,G04529,7
S00004,G04530,3
S00004,G04531,2
S00004,G04532,8
S00004,G04533,60
S00004,G04534,24
S00004,G04535,29
S00004,G04536,11
S00004,G04537,32
S00004,G04538,8
S00004,G04539,3
S00004,G04540,6
S00004,G04541,1
S00004,G04542,11
S00004,G04543,34
S00004,G04544,3
S00004,G04545,42
S00004,G04546,15
S00004,G04547,2
S00004,G04548,11
S00004,G04549,1
S00004,G04550,9
S00004,G04551,10
S00004,G04552,10
S00004,G04553,5
S00004,G04554,35
S00004,G04555,13
S00004,G04556,47
S00004,G04557,15
S00004,G04558,79
S00004,G04559,7
S00004,G04560,14
S00004,G04561,6
S00004,G04562,49
S00004,G04563,13
S00004,G04564,2
S00004,G04565,6
S00004,G04566,16
S00004,G04567,2
S00004,G04568,6
S00004,G04569,34
S00004,G04570,295
S00004,G04571,35
S00004,G04572,118
S00004,G04573,20
S00004,G04574,2
S00004,G04575,45
S00004,G04576,1
S00004,G04577,2
S00004,G04578,23
S00004,G04579,44
S00004,G04580,2
S00004,G04581,10
S00004,G04582,83
S00004,G04583,107
S00004,G04584,2
S00004,G04585,1
S00004,G04586,18
S00004,G04587,4
S00004,G04588,9
S00004,G04589,2
S00004,G04590,74
S00004,G04591,29
S00004,G04592,10
S00004,G04593,12
S00004,G04594,3
S00004,G04595,30
S00004,G04596,28
S00004,G04597,1
S00004,G04598,6
S00004,G04599,78
S00004,G04600,20
S00004,G04601,130
S00004,G04602,19
S00004,G04603,1
S00004,G04604,28
S00004,G04605,37
S00004,G04606,9
S00004,G04607,128
S00004,G04608,6
S00004,G04609,2
S00004,G04610,21
S00004,G04611,5
S00004,G04612,14
S00004,G04613,1
S00004,G04614,5
S00004,G04615,61
S00004,G04616,5
S00004,G04617,2
S00004,G04618,1
S00004,G04619,104
S00004,G04620,8
S00004,G04621,3
S00004,G04622,2
S00004,G04623,1
S00004,G04624,1
S00004,G04625,1
S00004,G04626,1
S00004,G04627,1
S00004,G04628,1
S00004,G04629,2
S00004,G04630,2
S00004,G04631,9
S00004,G04632,6
S00004,G04633,99
S00004,G04634,24
S00004,G04635,1
S00004,G04636,1
S00004,G04637,3
S00004,G04638,6
S00004,G04639,32
S00004,G04640,11
S00004,G04641,8
S00004,G04642,8
S00004,G04643,10
S00004,G04644,128
S00004,G04645,6
S00004,G04646,4
S00004,G04647,15
S00004,G04648,3
S00004,G04649,24
S00004,G04650,6
S00004,G04651,16
S00004,G04652,5
S00004,G04653,12
S00004,G04654,56
S00004,G04655,3
S00004,G04656,1
S00004,G04657,29
S00004,G04658,66
S00004,G04659,2
S00004,G04660,2
S00004,G04661,1
S00004,G04662,7
S00004,G04663,28
S00004,G04664,2
S00004,G04665,7
S00004,G04666,1
S00004,G04667,2
S00004,G04668,2
S00004,G04669,41
S00004,G04670,2
S00004,G04671,6
S00004,G04672,16
S00004,G04673,2
S00004,G04674,6
S00004,G04675,1
S00004,G04676,5
S00004,G04677,6
S00004,G04678,1
S00004,G04679,1
S00004,G04680,44
S00004,G04681,280
S00004,G04682,83
S00004,G04683,21
S00004,G04684,17
S00004,G04685,81
S00004,G04686,48
S00004,G04687,32
S00004,G04688,29
S00004,G04689,258
S00004,G04690,28
S00004,G04691,3
S00004,G04692,2
S00004,G04693,4
S00004,G04694,2
S00004,G04695,4
S00004,G04696,3
S00004,G04697,388
S00004,G04698,2
S00004,G04699,100
S00004,G04700,27
S00004,G04701,13
S00004,G04702,357
S00004,G04703,14
S00004,G04704,177
S00004,G04705,681
S00004,G04706,10
S00004,G04707,11
S00004,G04708,7
S00004,G04709,2
S00004,G04710,14
S00004,G04711,165
S00004,G04712,1
S00004,G04713,70
S00004,G04714,75
S00004,G04715,6
S00004,G04716,1
S00004,G04717,8
S00004,G04718,45
S00004,G04719,2
S00004,G04720,19
S00004,G04721,3
S00004,G04722,7
S00004,G04723,27
S00004,G04724,19
S00004,G04725,3
S00004,G04726,1
S00004,G04727,31
S00004,G04728,1
S00004,G04729,28
S00004,G04730,233
S00004,G04731,63
S00004,G04732,6
S00004,G04733,6
S00004,G04734,158
S00004,G04735,1
S00004,G04736,63
S00004,G04737,2
S00004,G04738,11
S00004,G04739,2
S00004,G04740,1
S00004,G04741,10
S00004,G04742,61
S00004,G04743,33
S00004,G04744,9
S00004,G04745,47
S00004,G04746,6
S00004,G04747,84
S00004,G04748,3
S00004,G04749,5
S00004,G04750,22
S00004,G04751,12
S00004,G04752,16
S00004,G04753,27
S00004,G04754,34
S00004,G04755,15
S00004,G04756,18
S00004,G04757,12
S00004,G04758,3
S00004,G04759,9
S00004,G04760,4
S00004,G04761,5
S00004,G04762,20
S00004,G04763,9
S00004,G04764,5
S00004,G04765,51
S00004,G04766,1
S00004,G04767,16
S00004,G04768,1
S00004,G04769,21
S00004,G04770,1
S00004,G04771,4
S00004,G04772,1
S00004,G04773,1
S00004,G04774,30
S00004,G04775,26
S00004,G04776,5
S00004,G04777,3
S00004,G04778,5
S00004,G04779,1
S00004,G04780,3
S00004,G04781,1
S00004,G04782,2
S00004,G04783,90
S00004,G04784,6
S00004,G04785,9
S00004,G04786,19
S00004,G04787,1
S00004,G04788,1
S00004,G04789,1
S00004,G04790,65
S00004,G04791,15
S00004,G04792,6
S00004,G04793,79
S00004,G04794,14
S00004,G04795,3
S00004,G04796,7
S00004,G04797,2
S00004,G04798,62
S00004,G04799,3
S00004,G04800,5
S00004,G04801,4
S00004,G04802,8
S00004,G04803,23
S00004,G04804,33
S00004,G04805,25
S00004,G04806,8
S00004,G04807,2
S00004,G04808,3
S00004,G04809,83
S00004,G04810,58
S00004,G04811,114
S00004,G04812,3
S00004,G04813,27
S00004,G04814,2
S00004,G04815,3
S00004,G04816,1
S00004,G04817,87
S00004,G04818,1
S00004,G04819,13
S00004,G04820,14
S00004,G04821,11
S00004,G04822,37
S00004,G04823,68
S00004,G04824,12
S00004,G04825,22
S00004,G04826,1
S00004,G04827,1
S00004,G04828,1
S00004,G04829,1
S00004,G04830,1
S00004,G04831,1
S00004,G04832,7
S00004,G04833,40
S00004,G04834,6
S00004,G04835,4
S00004,G04836,10
S00004,G04837,14
S00004,G04838,10
S00004,G04839,1
S00004,G04840,6
S00004,G04841,91
S00004,G04842,16
S00004,G04843,2
S00004,G04844,3
S00004,G04845,18
S00004,G04846,10
S00004,G04847,13
S00004,G04848,1
S00004,G04849,2
S00004,G04850,7
S00004,G04851,1
S00004,G04852,2
S00004,G04853,6
S00004,G04854,40
S00004,G04855,53
S00004,G04856,2
S00004,G04857,1
S00004,G04858,1
S00004,G04859,4
S00004,G04860,1
S00004,G04861,3
S00004,G04862,2
S00004,G04863,1
S00004,G04864,2
S00004,G04865,2
S00004,G04866,6
S00004,G04867,3
S00004,G04868,1
S00004,G04869,8
S00004,G04870,6
S00004,G04871,6
S00004,G04872,13
S00004,G04873,9
S00004,G04874,1
S00004,G04875,40
S00004,G04876,40
S00004,G04877,5
S00004,G04878,5
S00004,G04879,1
S00004,G04880,6
S00004,G04881,7
S00004,G04882,22
S00004,G04883,6
S00004,G04884,2
S00004,G04885,2
S00004,G04886,6
S00004,G04887,8
S00004,G04888,1
S00004,G04889,1
S00004,G04890,16
S00004,G04891,5
S00004,G04892,4
S00004,G04893,20
S00004,G04894,1
S00004,G04895,7
S00004,G04896,72
S00004,G04897,9
S00004,G04898,10
S00004,G04899,8
S00004,G04900,6
S00004,G04901,695
S00004,G04902,7
S00004,G04903,3
S00004,G04904,3
S00004,G04905,3
S00004,G04906,7
S00004,G04907,8
S00004,G04908,87
S00004,G04909,1
S00004,G04910,1
S00004,G04911,1
S00004,G04912,1
S00004,G04913,2
S00004,G04914,2
S00004,G04915,3
S00004,G04916,3
S00004,G04917,3
S00004,G04918,8
S00004,G04919,3
S00004,G04920,2
S00004,G04921,1
S00004,G04922,18
S00004,G04923,1
S00004,G04924,1
S00004,G04925,8
S00004,G04926,3
S00004,G04927,3
S00004,G04928,5
S00004,G04929,1
S00004,G04930,4
S00004,G04931,1
S00004,G04932,7
S00004,G04933,3
S00004,G04934,1
S00004,G04935,3
S00004,G04936,6
S00004,G04937,2
S00004,G04938,2
S00004,G04939,1
S00004,G04940,8
S00004,G04941,75
S00004,G04942,1
S00004,G04943,579
S00004,G04944,1
S00004,G04945,1
S00004,G04946,10
S00004,G04947,1
S00004,G04948,7
S00004,G04949,3
S00004,G04950,2
S00004,G04951,2
S00004,G04952,1
S00004,G04953,4
S00004,G04954,25
S00004,G04955,3
S00004,G04956,4
S00004,G04957,3
S00004,G04958,2
S00004,G04959,2
S00004,G04960,1
S00004,G04961,1
S00004,G04962,16
S00004,G04963,9
S00004,G04964,2
S00004,G04965,4
S00004,G04966,7
S00004,G04967,1
S00004,G04968,2
S00004,G04969,1
S00004,G04970,12
S00004,G04971,29
S00004,G04972,24
S00004,G04973,1
S00004,G04974,1
S00004,G04975,1
S00004,G04976,19
S00004,G04977,2
S00004,G04978,6
S00004,G04979,20
S00004,G04980,11
S00004,G04981,2
S00004,G04982,24
S00004,G04983,19
S00004,G04984,1
S00004,G04985,1
S00004,G04986,6
S00004,G04987,61
S00004,G04988,10
S00004,G04989,1
S00004,G04990,1
S00004,G04991,1
S00004,G04992,1
S00004,G04993,1
S00004,G04994,2
S00004,G04995,3
S00004,G04996,9
S00004,G04997,3
S00004,G04998,10
S00004,G04999,2
S00004,G05000,2
S00004,G05001,10
S00004,G05002,2
S00004,G05003,1
S00004,G05004,1
S00004,G05005,5
S00004,G05006,17
S00004,G05007,1
S00004,G05008,4
S00004,G05009,5
S00004,G05010,7
S00004,G05011,14
S00004,G05012,66
S00004,G05013,3
S00004,G05014,1
S00004,G05015,1
S00004,G05016,6
S00004,G05017,65
S00004,G05018,18
S00004,G05019,4
S00004,G05020,4
S00004,G05021,3
S00004,G05022,5
S00004,G05023,5
S00004,G05024,4
S00004,G05025,5
S00004,G05026,21
S00004,G05027,4
S00004,G05028,2
S00004,G05029,2
S00004,G05030,14
S00004,G05031,2
S00004,G05032,3
S00004,G05033,44
S00004,G05034,1
S00004,G05035,5
S00004,G05036,5
S00004,G05037,32
S00004,G05038,2
S00004,G05039,11
S00004,G05040,1
S00004,G05041,1
S00004,G05042,7
S00004,G05043,2
S00004,G05044,1
S00004,G05045,2
S00004,G05046,1
S00004,G05047,14
S00004,G05048,2
S00004,G05049,48
S00004,G05050,1
S00004,G05051,1
S00004,G05052,1
S00004,G05053,7
S00004,G05054,2
S00004,G05055,2
S00004,G05056,22
S00004,G05057,3
S00004,G05058,16
S00004,G05059,1
S00004,G05060,3
S00004,G05061,5
S00004,G05062,3
S00004,G05063,56
S00004,G05064,1247
S00004,G05065,2
S00004,G05066,1
S00004,G05067,1
S00004,G05068,1
S00004,G05069,1
S00004,G05070,4
S00004,G05071,2
S00004,G05072,14
S00004,G05073,1
S00004,G05074,2
S00004,G05075,4
S00004,G05076,4
S00004,G05077,3
S00004,G05078,1
S00004,G05079,3
S00004,G05080,3
S00004,G05081,5
S00004,G05082,1
S00004,G05083,2
S00004,G05084,3
S00003,G05085,7
S00004,G05086,1
S00004,G05087,1
S00004,G05088,1
S00004,G05089,4
S00004,G05090,1
S00004,G05091,11
S00004,G05092,1
S00004,G05093,1
S00004,G05094,1
S00004,G05095,1
S00004,G05096,29
S00004,G05097,3
S00004,G05098,12
S00004,G05099,2
S00004,G05100,5
S00004,G05101,2
S00004,G05102,27
S00004,G05103,1
S00004,G05104,13
S00004,G05105,11
S00004,G05106,5
S00004,G05107,1
S00004,G05108,4
S00004,G05109,20
S00004,G05110,21
S00004,G05111,1
S00004,G05112,6
S00004,G05113,1
S00004,G05114,2
S00004,G05115,3
S00004,G05116,2
S00004,G05117,1
S00004,G05118,9
S00004,G05119,86
S00004,G05120,16
S00004,G05121,1
S00004,G05122,2
S00004,G05123,2
S00004,G05124,1
S00004,G05125,1
S00004,G05126,1
S00004,G05127,2
S00004,G05128,1
S00004,G05129,1
S00004,G05130,1
S00004,G05131,2
S00004,G05132,16
S00004,G05133,2
S00004,G05134,4
S00004,G05135,13
S00004,G05136,5
S00004,G05137,1
S00004,G05138,1
S00004,G05139,53
S00004,G05140,1
S00004,G05141,1
S00004,G05142,1
S00004,G05143,1
S00004,G05144,1
S00004,G05145,1
S00004,G05146,16
S00004,G05147,7
S00004,G05148,9
S00004,G05149,3
S00004,G05150,3
S00004,G05151,1
S00004,G05152,4
S00004,G05153,15
S00004,G05154,14
S00004,G05155,5
S00004,G05156,1
S00004,G05157,12
S00004,G05158,3
S00004,G05159,1
S00004,G05160,7
S00004,G05161,2
S00004,G05162,15
S00004,G05163,1
S00004,G05164,79
S00004,G05165,6
S00004,G05166,1
S00004,G05167,1
S00004,G05168,5
S00004,G05169,57
S00004,G05170,12
S00004,G05171,5
S00004,G05172,5
S00004,G05173,3
S00004,G05174,37
S00004,G05175,20
S00004,G05176,2
S00004,G05177,4
S00004,G05178,1
S00004,G05179,89
S00004,G05180,2
S00004,G05181,1
S00004,G05182,1
S00004,G05183,2
S00004,G05184,14
S00004,G05185,1
S00004,G05186,149
S00004,G05187,1
S00004,G05188,3
S00004,G05189,1
S00004,G05190,4
S00004,G05191,1
S00004,G05192,1
S00004,G05193,12
S00004,G05194,4
S00004,G05195,86
S00004,G05196,3
S00004,G05197,2
S00004,G05198,19
S00004,G05199,5
S00004,G05200,9
S00004,G05201,1
S00004,G05202,6
S00004,G05203,1
S00004,G05204,24
S00004,G05205,1
S00004,G05206,1
S00004,G05207,7
S00004,G05208,1
S00004,G05209,1
S00004,G05210,1
S00004,G05211,2
S00004,G05212,2
S00004,G05213,1
S00004,G05214,3
S00004,G05215,28
S00004,G05216,2
S00004,G05217,1
S00004,G05218,4
S00004,G05219,2
S00004,G05220,4
S00004,G05221,2
S00004,G05222,5
S00004,G05223,6
S00004,G05224,55
S00004,G05225,1
S00004,G05226,15
S00004,G05227,42
S00004,G05228,1
S00004,G05229,29
S00004,G05230,9
S00004,G05231,1
S00004,G05232,1
S00004,G05233,9
S00004,G05234,1
S00004,G05235,2
S00004,G05236,131
S00004,G05237,20
S00004,G05238,56
S00004,G05239,1
S00004,G05240,3
S00004,G05241,17
S00004,G05242,16
S00004,G05243,8
S00004,G05244,1
S00004,G05245,1
S00004,G05246,2
S00004,G05247,1
S00004,G05248,7
S00004,G05249,2
S00004,G05250,3
S00004,G05251,2
S00004,G05252,4
S00004,G05253,15
S00004,G05254,4
S00004,G05255,1
S00004,G05256,2
S00004,G05257,1
S00004,G05258,36
S00004,G05259,3
S00004,G05260,2
S00004,G05261,2
S00004,G05262,4
S00004,G05263,1
S00004,G05264,2
S00004,G05265,2
S00004,G05266,3
S00004,G05267,1
S00004,G05268,3
S00004,G05269,2
S00004,G05270,1
S00004,G05271,1
S00004,G05272,6
S00004,G05273,2
S00004,G05274,5
S00004,G05275,1
S00004,G05276,1
S00004,G05277,45
S00004,G05278,1
S00004,G05279,6
S00004,G05280,4
S00004,G05281,1
S00004,G05282,9
S00004,G05283,16
S00004,G05284,2
S00004,G05285,7
S00004,G05286,1
S00004,G05287,1
S00004,G05288,38
S00004,G05289,39
S00004,G05290,1
S00004,G05291,1
S00004,G05292,8
S00004,G05293,1
S00004,G05294,10
S00004,G05295,3
S00004,G05296,2
S00004,G05297,1
S00004,G05298,6
S00004,G05299,37
S00004,G05300,2
S00004,G05301,1
S00004,G05302,25
S00004,G05303,5
S00004,G05304,1
S00004,G05305,1
S00004,G05306,2
S00004,G05307,2
S00004,G05308,7
S00004,G05309,38
S00004,G05310,4
S00004,G05311,3
S00004,G05312,6
S00004,G05313,8
S00004,G05314,9
S00004,G05315,4
S00004,G05316,7
S00004,G05317,2
S00004,G05318,6
S00004,G05319,5
S00004,G05320,1
S00004,G05321,160
S00004,G05322,3
S00004,G05323,6
S00004,G05324,12
S00004,G05325,1
S00004,G05326,1
S00004,G05327,1
S00004,G05328,37
S00004,G05329,1
S00004,G05330,1
S00004,G05331,24
S00004,G05332,14
S00004,G05333,4
S00004,G05334,1
S00004,G05335,14
S00004,G05336,11
S00004,G05337,34
S00004,G05338,6
S00004,G05339,22
S00004,G05340,10
S00004,G05341,17
S00004,G05342,31
S00004,G05343,10
S00004,G05344,34
S00004,G05345,4
S00004,G05346,9
S00004,G05347,3
S00004,G05348,4
S00004,G05349,1
S00004,G05350,2
S00004,G05351,2
S00004,G05352,6
S00004,G05353,4
S00004,G05354,2
S00004,G05355,6
S00004,G05356,13
S00004,G05357,1
S00004,G05358,1
S00004,G05359,1
S00004,G05360,3
S00004,G05361,1
S00004,G05362,1
S00004,G05363,4
S00004,G05364,2
S00004,G05365,2
S00004,G05366,1
S00004,G05367,9
S00004,G05368,20
S00004,G05369,1
S00004,G05370,1
S00004,G05371,1
S00004,G05372,701
S00004,G05373,25
S00004,G05374,1
S00004,G05375,1
S00004,G05376,35
S00004,G05377,6
S00004,G05378,18
S00004,G05379,1
S00004,G05380,39
S00004,G05381,2
S00004,G05382,2
S00004,G05383,1
S00004,G05384,3
S00004,G05385,2
S00004,G05386,5
S00004,G05387,1
S00004,G05388,1
S00004,G05389,6
S00004,G05390,11
S00004,G05391,15
S00004,G05392,44
S00004,G05393,5
S00004,G05394,1
S00004,G05395,3
S00004,G05396,1
S00004,G05397,16
S00004,G05398,1
S00004,G05399,21
S00004,G05400,68
S00004,G05401,18
S00004,G05402,1
S00004,G05403,1
S00004,G05404,29
S00004,G05405,4
S00004,G05406,1
S00004,G05407,1
S00004,G05408,1
S00004,G05409,2
S00004,G05410,4
S00004,G05411,1
S00004,G05412,1
S00004,G05413,4
S00004,G05414,12
S00004,G05415,1
S00004,G05416,2
S00004,G05417,1
S00004,G05418,2
S00004,G05419,11
S00004,G05420,3
S00004,G05421,6
S00004,G05422,1
S00004,G05423,1
S00004,G05424,3
S00004,G05425,2
S00004,G05426,2
S00004,G05427,2
S00004,G05428,2
S00004,G05429,7
S00004,G05430,11
S00004,G05431,5
S00004,G05432,1
S00004,G05433,3
S00004,G05434,5
S00004,G05435,33
S00004,G05436,1
S00004,G05437,10
S00004,G05438,4
S00004,G05439,1
S00004,G05440,1
S00004,G05441,4
S00004,G05442,1
S00004,G05443,4
S00004,G05444,2
S00004,G05445,6
S00004,G05446,9
S00004,G05447,29
S00004,G05448,1
S00004,G05449,1
S00004,G05450,4
S00004,G05451,1
S00004,G05452,1
S00004,G05453,1
S00004,G05454,3
S00004,G05455,1
S00004,G05456,5
S00004,G05457,3
S00004,G05458,1
S00004,G05459,3
S00004,G05460,1
S00004,G05461,8
S00004,G05462,1
S00004,G05463,4
S00004,G05464,9
S00004,G05465,8
S00004,G05466,2
S00004,G05467,1
S00004,G05468,35
S00004,G05469,2
S00004,G05470,12
S00004,G05471,2
S00004,G05472,1
S00004,G05473,2
S00004,G05474,1
S00004,G05475,1
S00004,G05476,1
S00004,G05477,1
S00004,G05478,9
S00004,G05479,2
S00004,G05480,8
S00004,G05481,3
S00004,G05482,28
S00004,G05483,13
S00004,G05484,2
S00004,G05485,4
S00004,G05486,20
S00004,G05487,6
S00004,G05488,2
S00004,G05489,1
S00004,G05490,4
S00004,G05491,1
S00004,G05492,1
S00004,G05493,16
S00004,G05494,7
S00004,G05495,2
S00004,G05496,28
S00004,G05497,1
S00004,G05498,1
S00004,G05499,1
S00004,G05500,1
S00004,G05501,2
S00004,G05502,16
S00004,G05503,3
S00004,G05504,1
S00004,G05505,1
S00004,G05506,3
S00004,G05507,4
S00004,G05508,63
S00004,G05509,2
S00004,G05510,2
S00004,G05511,10
S00004,G05512,3
S00004,G05513,5
S00004,G05514,1
S00004,G05515,9
S00004,G05516,1
S00004,G05517,8
S00004,G05518,6
S00004,G05519,2
S00004,G05520,1
S00004,G05521,9
S00004,G05522,8
S00004,G05523,1
S00004,G05524,11
S00004,G05525,2
S00004,G05526,9
S00004,G05527,3
S00004,G05528,17
S00004,G05529,22
S00004,G05530,19
S00004,G05531,1
S00004,G05532,20
S00004,G05533,2
S00004,G05534,2
S00004,G05535,1
S00004,G05536,9
S00004,G05537,5
S00004,G05538,1
S00004,G05539,6
S00004,G05540,13
S00004,G05541,4
S00004,G05542,2
S00004,G05543,2
S00004,G05544,1
S00004,G05545,132
S00004,G05546,24
S00004,G05547,1
S00004,G05548,1
S00004,G05549,5
S00004,G05550,1
S00004,G05551,1
S00004,G05552,2
S00004,G05553,2
S00004,G05554,3
S00004,G05555,5
S00004,G05556,25
S00004,G05557,2
S00004,G05558,1
S00004,G05559,3
S00004,G05560,1
S00004,G05561,3
S00004,G05562,3
S00004,G05563,1
S00004,G05564,9
S00004,G05565,1
S00004,G05566,1
S00004,G05567,4
S00004,G05568,9
S00004,G05569,3
S00004,G05570,4
S00004,G05571,4
S00004,G05572,2
S00004,G05573,11
S00004,G05574,5
S00004,G05575,2
S00004,G05576,1
S00004,G05577,4
S00004,G05578,2
S00004,G05579,12
S00004,G05580,5
S00004,G05581,1
S00004,G05582,24
S00004,G05583,5
S00004,G05584,3
S00004,G05585,15
S00004,G05586,30
S00004,G05587,4
S00004,G05588,6
S00004,G05589,10
S00004,G05590,9
S00004,G05591,2
